"HEROP_ID","GEOID","OtpCtTmDr","OtpCtTmDr2","OtpTmDrP","OtpTmDrP2","OtpAvTmDr","OtpAvTmDr2"
"050US21151","21151",31,29,100,93.55,8.14,16.28
"050US21153","21153",2,0,40,0,29.76,59.51
"050US21155","21155",0,0,0,0,36.56,73.13
"050US21157","21157",3,0,30,0,33.92,67.84
"050US21159","21159",0,0,0,0,35.3,70.6
"050US21161","21161",1,0,20,0,35.22,70.43
"050US21163","21163",5,0,55.56,0,30.39,60.79
"050US21165","21165",0,0,0,0,56.66,113.32
"050US21167","21167",1,0,20,0,36.66,73.33
"050US21169","21169",0,0,0,0,49.09,98.18
"050US21171","21171",0,0,0,0,74.55,149.1
"050US21173","21173",6,0,85.71,0,26.22,52.44
"050US21175","21175",0,0,0,0,53.65,107.3
"050US21177","21177",2,0,20,0,36.53,73.06
"050US21179","21179",0,0,0,0,40.48,80.96
"050US21181","21181",2,0,100,0,29.45,58.9
"050US21183","21183",1,0,12.5,0,36.66,73.31
"050US21185","21185",15,7,100,46.67,14.08,28.16
"050US21187","21187",0,0,0,0,41.27,82.54
"050US21189","21189",0,0,0,0,41.11,82.22
"050US21191","21191",1,0,25,0,34.31,68.62
"050US21193","21193",9,6,90,60,13.55,27.1
"050US21195","21195",17,7,77.27,31.82,20.95,41.9
"050US21197","21197",2,0,50,0,33.46,66.91
"050US21199","21199",18,10,85.71,47.62,13.11,26.23
"050US21201","21201",0,0,0,0,69.73,139.46
"050US21203","21203",5,0,100,0,22.92,45.84
"050US21205","21205",0,0,0,0,57.88,115.76
"050US21207","21207",0,0,0,0,38.92,77.85
"050US21209","21209",17,16,89.47,84.21,9.77,19.53
"050US21211","21211",12,8,100,66.67,9.89,19.77
"050US21213","21213",0,0,0,0,33.32,66.64
"050US21215","21215",3,0,75,0,26.73,53.45
"050US21217","21217",7,4,100,57.14,12.09,24.18
"050US21219","21219",3,0,75,0,25.62,51.24
"050US21221","21221",1,0,14.29,0,39,78
"050US21223","21223",1,0,50,0,30.03,60.06
"050US21225","21225",1,0,25,0,35.8,71.61
"050US21227","21227",27,20,100,74.07,13.1,26.2
"050US21229","21229",0,0,0,0,46.42,92.83
"050US21231","21231",0,0,0,0,39.58,79.16
"050US21233","21233",2,0,50,0,27.82,55.64
"050US21235","21235",1,1,8.33,8.33,69.9,139.8
"050US21237","21237",0,0,0,0,53.65,107.29
"050US21239","21239",8,3,100,37.5,16.74,33.48
"050US22001","22001",6,0,28.57,0,34.39,68.78
"050US22003","22003",0,0,0,0,50.7,101.41
"050US22005","22005",26,5,89.66,17.24,20.63,41.27
"050US22007","22007",0,0,0,0,44.47,88.93
"050US22009","22009",0,0,0,0,48.2,96.41
"050US22011","22011",1,0,11.11,0,57.42,114.84
"050US22013","22013",0,0,0,0,54.15,108.3
"050US22015","22015",25,18,75.76,54.55,24.97,49.94
"050US22017","22017",66,58,89.19,78.38,13.17,26.34
"050US22019","22019",51,36,91.07,64.29,13.88,27.75
"050US22021","22021",0,0,0,0,44.28,88.55
"050US22023","22023",1,0,25,0,46.37,92.74
"050US22025","22025",0,0,0,0,66.52,133.03
"050US22027","22027",0,0,0,0,88.33,176.66
"050US22029","22029",0,0,0,0,79.6,159.19
"050US22031","22031",3,0,33.33,0,36.75,73.5
"050US22033","22033",106,85,98.15,78.7,11.47,22.95
"050US22035","22035",0,0,0,0,72.02,144.04
"050US22037","22037",0,0,0,0,45.69,91.37
"050US22039","22039",0,0,0,0,55.23,110.46
"050US22041","22041",0,0,0,0,52.51,105.02
"050US22043","22043",5,0,71.43,0,28.89,57.78
"050US22045","22045",1,0,4.55,0,37.91,75.83
"050US22047","22047",3,0,33.33,0,33.43,66.86
"050US22049","22049",0,0,0,0,48.48,96.96
"050US22051","22051",127,108,100,85.04,10.81,21.62
"050US22053","22053",2,0,25,0,39.29,78.59
"050US22055","22055",58,17,100,29.31,18.36,36.73
"050US22057","22057",17,2,65.38,7.69,37.99,75.99
"050US22059","22059",0,0,0,0,55.21,110.43
"050US22061","22061",2,0,16.67,0,34.78,69.56
"050US22063","22063",23,4,67.65,11.76,25.59,51.18
"050US22065","22065",0,0,0,0,52.48,104.96
"050US22067","22067",2,0,25,0,33.03,66.05
"050US22069","22069",0,0,0,0,49.62,99.25
"050US22071","22071",184,176,100,95.65,6.48,12.95
"050US22073","22073",47,37,100,78.72,9.9,19.79
"050US22075","22075",3,3,33.33,33.33,41.92,83.84
"050US22077","22077",0,0,0,0,46.41,92.81
"050US22079","22079",35,25,89.74,64.1,16.45,32.91
"050US22081","22081",0,0,0,0,53.27,106.54
"050US22083","22083",3,0,50,0,29.15,58.3
"050US22085","22085",0,0,0,0,71.56,143.12
"050US22087","22087",15,7,88.24,41.18,18.93,37.86
"050US22089","22089",12,2,92.31,15.38,23.32,46.65
"050US22091","22091",0,0,0,0,54.98,109.97
"050US22093","22093",6,1,85.71,14.29,25.55,51.09
"050US22095","22095",11,9,100,81.82,10.15,20.3
"050US22097","22097",12,0,42.86,0,36.12,72.25
"050US22099","22099",15,7,88.24,41.18,18.16,36.33
"050US22101","22101",0,0,0,0,46.81,93.62
"050US22103","22103",26,0,44.07,0,32.4,64.8
"050US22105","22105",8,2,25.81,6.45,33.7,67.39
"050US22107","22107",0,0,0,0,85.42,170.83
"050US22109","22109",30,21,88.24,61.76,17.16,34.33
"050US22111","22111",1,0,16.67,0,29.85,59.7
"050US22113","22113",2,0,12.5,0,43.09,86.19
"050US22115","22115",0,0,0,0,63.07,126.13
"050US22117","22117",0,0,0,0,62.12,124.24
"050US22119","22119",1,0,7.69,0,59.95,119.9
"050US22121","22121",6,2,100,33.33,18.91,37.83
"050US22123","22123",0,0,0,0,60.08,120.16
"050US22125","22125",0,0,0,0,56.75,113.51
"050US22127","22127",0,0,0,0,60.4,120.8
"050US23001","23001",30,22,93.75,68.75,12.68,25.37
"050US23003","23003",11,4,45.83,16.67,42.96,85.91
"050US23005","23005",61,44,76.25,55,17.32,34.63
"050US23007","23007",0,0,0,0,53.53,107.06
"050US23009","23009",3,0,17.65,0,54.41,108.82
"050US23011","23011",36,18,100,50,14.92,29.84
"050US23013","23013",12,7,100,58.33,14.2,28.41
"050US23015","23015",2,0,22.22,0,39.57,79.14
"050US23017","23017",4,2,21.05,10.53,39.96,79.91
"050US23019","23019",28,20,60.87,43.48,25.54,51.07
"050US23021","23021",0,0,0,0,65.69,131.39
"050US23023","23023",2,0,25,0,39.41,78.82
"050US23025","23025",8,2,40,10,35.43,70.86
"050US23027","23027",2,0,25,0,34.64,69.28
"050US23029","23029",4,1,28.57,7.14,49.41,98.81
"050US23031","23031",51,19,87.93,32.76,19.68,39.36
"050US24001","24001",20,14,90.91,63.64,12.52,25.05
"050US24003","24003",129,118,100,91.47,8.29,16.58
"050US24005","24005",219,205,100,93.61,6.29,12.59
"050US24009","24009",18,6,100,33.33,17.03,34.06
"050US24011","24011",9,1,100,11.11,23.81,47.62
"050US24013","24013",37,27,100,72.97,11.15,22.3
"050US24015","24015",21,16,100,76.19,10.05,20.1
"050US24017","24017",32,21,91.43,60,14,28
"050US24019","24019",6,0,66.67,0,27.96,55.92
"050US24021","24021",65,47,100,72.31,10.01,20.01
"050US24023","24023",0,0,0,0,48.35,96.7
"050US24025","24025",59,53,100,89.83,6.2,12.4
"050US24027","24027",59,57,100,96.61,7.49,14.97
"050US24029","24029",2,0,40,0,32.96,65.93
"050US24031","24031",232,225,100,96.98,8.19,16.38
"050US24033","24033",214,168,100,78.5,10.56,21.12
"050US24035","24035",10,4,83.33,33.33,17.4,34.79
"050US24037","24037",19,8,86.36,36.36,18.67,37.35
"050US24039","24039",3,0,50,0,30.05,60.1
"050US24041","24041",10,7,100,70,10.84,21.69
"050US24043","24043",36,30,100,83.33,8.33,16.66
"050US24045","24045",21,17,100,80.95,8.38,16.76
"050US24047","24047",16,10,94.12,58.82,13.4,26.8
"050US24510","24510",199,199,100,100,1.97,3.94
"050US25001","25001",53,30,94.64,53.57,15.87,31.73
"050US25003","25003",40,33,100,82.5,8.94,17.87
"050US25005","25005",130,126,100,96.92,5.61,11.23
"050US25007","25007",0,0,0,0,NA,NA
"050US25009","25009",173,162,100,93.64,6.23,12.47
"050US25011","25011",19,13,100,68.42,9.89,19.79
"050US25013","25013",104,94,100,90.38,6.19,12.38
"050US25015","25015",35,23,100,65.71,11.01,22.02
"050US25017","25017",357,333,100,93.28,6.3,12.61
"050US25019","25019",0,0,0,0,NA,NA
"050US25021","25021",154,137,100,88.96,7.8,15.6
"050US25023","25023",110,97,100,88.18,8.56,17.12
"050US25025","25025",234,234,100,100,3.28,6.57
"050US25027","25027",190,175,99.48,91.62,7.34,14.68
"050US26001","26001",0,0,0,0,82.28,164.56
"050US26003","26003",0,0,0,0,NA,NA
"050US26005","26005",18,0,60,0,27.89,55.78
"050US26007","26007",0,0,0,0,84.19,168.38
"050US26009","26009",2,0,20,0,42.66,85.31
"050US26011","26011",0,0,0,0,52.51,105.01
"050US26013","26013",0,0,0,0,NA,NA
"050US26015","26015",7,0,43.75,0,34.05,68.11
"050US26017","26017",25,1,92.59,3.7,21.31,42.61
"050US26019","26019",0,0,0,0,81.24,162.48
"050US26021","26021",51,28,96.23,52.83,14.53,29.07
"050US26023","26023",0,0,0,0,42.05,84.09
"050US26025","26025",38,24,95,60,14.58,29.17
"050US26027","26027",4,0,26.67,0,33.05,66.11
"050US26029","26029",5,0,38.46,0,37.55,75.09
"050US26031","26031",7,1,77.78,11.11,26.79,53.59
"050US26033","26033",0,0,0,0,NA,NA
"050US26035","26035",5,1,41.67,8.33,31.7,63.41
"050US26037","26037",20,5,86.96,21.74,22.25,44.5
"050US26039","26039",2,0,40,0,29.8,59.6
"050US26041","26041",0,0,0,0,NA,NA
"050US26043","26043",0,0,0,0,NA,NA
"050US26045","26045",27,12,93.1,41.38,17.52,35.03
"050US26047","26047",0,0,0,0,45.12,90.25
"050US26049","26049",133,102,99.25,76.12,10.8,21.59
"050US26051","26051",0,0,0,0,52.45,104.9
"050US26053","26053",0,0,0,0,NA,NA
"050US26055","26055",0,0,0,0,75.06,150.12
"050US26057","26057",4,0,40,0,35.23,70.46
"050US26059","26059",1,0,7.69,0,45.48,90.97
"050US26061","26061",0,0,0,0,NA,NA
"050US26063","26063",0,0,0,0,77.36,154.73
"050US26065","26065",84,70,100,83.33,9.81,19.61
"050US26067","26067",3,0,18.75,0,38.16,76.32
"050US26069","26069",0,0,0,0,77.71,155.43
"050US26071","26071",0,0,0,0,NA,NA
"050US26073","26073",16,7,88.89,38.89,17.6,35.19
"050US26075","26075",46,33,100,71.74,11.55,23.1
"050US26077","26077",68,55,100,80.88,9.95,19.89
"050US26079","26079",0,0,0,0,46.52,93.03
"050US26081","26081",139,112,95.86,77.24,11.08,22.16
"050US26083","26083",0,0,0,0,NA,NA
"050US26085","26085",0,0,0,0,53.8,107.61
"050US26087","26087",10,0,41.67,0,33.26,66.52
"050US26089","26089",0,0,0,0,84.41,168.82
"050US26091","26091",5,0,20,0,35.89,71.79
"050US26093","26093",57,26,95,43.33,16.49,32.97
"050US26095","26095",0,0,0,0,NA,NA
"050US26097","26097",1,1,20,20,0,0
"050US26099","26099",243,214,100,88.07,8.01,16.02
"050US26101","26101",0,0,0,0,49.46,98.93
"050US26103","26103",0,0,0,0,NA,NA
"050US26105","26105",7,5,87.5,62.5,14.37,28.75
"050US26107","26107",0,0,0,0,55.61,111.22
"050US26109","26109",0,0,0,0,65.37,130.73
"050US26111","26111",12,0,57.14,0,30.43,60.87
"050US26113","26113",0,0,0,0,69.06,138.13
"050US26115","26115",40,33,100,82.5,10.42,20.85
"050US26117","26117",0,0,0,0,49.43,98.87
"050US26119","26119",0,0,0,0,53.12,106.23
"050US26121","26121",45,35,100,77.78,9.13,18.26
"050US26123","26123",0,0,0,0,45.62,91.25
"050US26125","26125",350,308,100,88,9,18.01
"050US26127","26127",4,0,57.14,0,31.44,62.87
"050US26129","26129",0,0,0,0,67.2,134.39
"050US26131","26131",0,0,0,0,NA,NA
"050US26133","26133",0,0,0,0,58.09,116.17
"050US26135","26135",0,0,0,0,60.68,121.36
"050US26137","26137",6,3,100,50,13.1,26.21
"050US26139","26139",63,24,98.44,37.5,16.89,33.79
"050US26141","26141",0,0,0,0,59.74,119.49
"050US26143","26143",0,0,0,0,45.38,90.76
"050US26145","26145",55,39,90.16,63.93,14.05,28.09
"050US26147","26147",11,1,22,2,30.15,60.29
"050US26149","26149",2,0,11.11,0,42.39,84.78
"050US26151","26151",0,0,0,0,65.04,130.08
"050US26153","26153",0,0,0,0,NA,NA
"050US26155","26155",15,1,83.33,5.56,26.65,53.3
"050US26157","26157",2,0,15.38,0,45.01,90.02
"050US26159","26159",16,0,72.73,0,25.86,51.72
"050US26161","26161",106,97,99.07,90.65,8.1,16.19
"050US26163","26163",625,538,100,86.08,8.02,16.04
"050US26165","26165",0,0,0,0,73.8,147.6
"050US27001","27001",0,0,0,0,73.5,147.01
"050US27003","27003",89,70,98.89,77.78,10.85,21.71
"050US27005","27005",0,0,0,0,59.1,118.21
"050US27007","27007",0,0,0,0,NA,NA
"050US27009","27009",7,6,70,60,25.77,51.54
"050US27011","27011",0,0,0,0,NA,NA
"050US27013","27013",0,0,0,0,72.85,145.71
"050US27015","27015",0,0,0,0,NA,NA
"050US27017","27017",4,0,44.44,0,32.15,64.29
"050US27019","27019",16,0,64,0,26.17,52.34
"050US27021","27021",1,0,9.09,0,49.77,99.54
"050US27023","27023",0,0,0,0,85.33,170.66
"050US27025","27025",4,0,30.77,0,35.93,71.86
"050US27027","27027",14,11,87.5,68.75,14.45,28.89
"050US27029","27029",0,0,0,0,88.66,177.32
"050US27031","27031",0,0,0,0,NA,NA
"050US27033","27033",0,0,0,0,NA,NA
"050US27035","27035",12,8,57.14,38.1,15.66,31.32
"050US27037","27037",104,88,98.11,83.02,10.47,20.93
"050US27039","27039",3,0,60,0,28.04,56.08
"050US27041","27041",0,0,0,0,69.19,138.38
"050US27043","27043",0,0,0,0,84.13,168.26
"050US27045","27045",0,0,0,0,63.53,127.07
"050US27047","27047",0,0,0,0,67.65,135.3
"050US27049","27049",2,0,18.18,0,40.84,81.67
"050US27051","27051",0,0,0,0,76.92,153.84
"050US27053","27053",328,295,99.7,89.67,7.81,15.62
"050US27055","27055",2,1,40,20,44.96,89.92
"050US27057","27057",0,0,0,0,74.02,148.05
"050US27059","27059",1,0,11.11,0,35.52,71.04
"050US27061","27061",0,0,0,0,79.23,158.46
"050US27063","27063",0,0,0,0,80.77,161.55
"050US27065","27065",0,0,0,0,60.21,120.43
"050US27067","27067",0,0,0,0,62.84,125.67
"050US27069","27069",0,0,0,0,76.32,152.64
"050US27071","27071",0,0,0,0,NA,NA
"050US27073","27073",0,0,0,0,NA,NA
"050US27075","27075",0,0,0,0,49.51,99.02
"050US27077","27077",0,0,0,0,NA,NA
"050US27079","27079",0,0,0,0,50.92,101.84
"050US27081","27081",0,0,0,0,71.1,142.19
"050US27083","27083",0,0,0,0,NA,NA
"050US27085","27085",0,0,0,0,60.73,121.47
"050US27087","27087",0,0,0,0,88.28,176.56
"050US27089","27089",0,0,0,0,66.54,133.09
"050US27091","27091",0,0,0,0,NA,NA
"050US27093","27093",0,0,0,0,48.72,97.44
"050US27095","27095",0,0,0,0,64.18,128.36
"050US27097","27097",0,0,0,0,35.72,71.44
"050US27099","27099",0,0,0,0,44.12,88.25
"050US27101","27101",0,0,0,0,70.13,140.26
"050US27103","27103",0,0,0,0,65.25,130.51
"050US27105","27105",0,0,0,0,58.5,117.01
"050US27107","27107",0,0,0,0,60.32,120.65
"050US27109","27109",35,30,100,85.71,9.27,18.54
"050US27111","27111",0,0,0,0,69.75,139.49
"050US27113","27113",0,0,0,0,67.49,134.98
"050US27115","27115",0,0,0,0,62.61,125.22
"050US27117","27117",0,0,0,0,56.62,113.24
"050US27119","27119",5,3,50,30,35.06,70.11
"050US27121","27121",0,0,0,0,78.87,157.74
"050US27123","27123",142,142,99.3,99.3,5.19,10.38
"050US27125","27125",0,0,0,0,65.96,131.91
"050US27127","27127",0,0,0,0,NA,NA
"050US27129","27129",0,0,0,0,85.28,170.56
"050US27131","27131",3,0,18.75,0,33.34,66.67
"050US27133","27133",0,0,0,0,36.1,72.2
"050US27135","27135",0,0,0,0,NA,NA
"050US27137","27137",43,37,58.11,50,30.59,61.18
"050US27139","27139",29,12,90.62,37.5,17.67,35.33
"050US27141","27141",6,1,31.58,5.26,34.1,68.2
"050US27143","27143",0,0,0,0,68.79,137.58
"050US27145","27145",29,21,78.38,56.76,16.16,32.33
"050US27147","27147",0,0,0,0,47.61,95.22
"050US27149","27149",0,0,0,0,NA,NA
"050US27151","27151",0,0,0,0,83.66,167.31
"050US27153","27153",0,0,0,0,56.54,113.08
"050US27155","27155",0,0,0,0,82.12,164.24
"050US27157","27157",3,0,50,0,33.52,67.05
"050US27159","27159",0,0,0,0,68.45,136.91
"050US27161","27161",0,0,0,0,62.23,124.46
"050US27163","27163",59,36,100,61.02,12.95,25.89
"050US27165","27165",0,0,0,0,NA,NA
"050US27167","27167",0,0,0,0,54.21,108.42
"050US27169","27169",1,0,7.69,0,38.94,77.88
"050US27171","27171",11,0,40.74,0,34.35,68.7
"050US27173","27173",0,0,0,0,NA,NA
"050US28001","28001",0,0,0,0,88.64,177.27
"050US28003","28003",0,0,0,0,44.97,89.94
"050US28005","28005",0,0,0,0,79.18,158.35
"050US28007","28007",0,0,0,0,75.09,150.18
"050US28009","28009",0,0,0,0,54.5,108.99
"050US28011","28011",0,0,0,0,NA,NA
"050US28013","28013",0,0,0,0,NA,NA
"050US28015","28015",0,0,0,0,72.48,144.96
"050US28017","28017",0,0,0,0,NA,NA
"050US28019","28019",0,0,0,0,NA,NA
"050US28021","28021",0,0,0,0,NA,NA
"050US28023","28023",2,0,40,0,32.96,65.93
"050US28025","28025",0,0,0,0,NA,NA
"050US28027","28027",0,0,0,0,NA,NA
"050US28029","28029",1,0,12.5,0,41.8,83.61
"050US28031","28031",0,0,0,0,72.43,144.86
"050US28033","28033",40,28,97.56,68.29,13.77,27.54
"050US28035","28035",0,0,0,0,76.26,152.52
"050US28037","28037",0,0,0,0,NA,NA
"050US28039","28039",0,0,0,0,50.63,101.25
"050US28041","28041",0,0,0,0,75.22,150.44
"050US28043","28043",0,0,0,0,NA,NA
"050US28045","28045",0,0,0,0,39.37,78.75
"050US28047","28047",75,45,92.59,55.56,14.74,29.49
"050US28049","28049",62,44,92.54,65.67,13.79,27.59
"050US28051","28051",0,0,0,0,60.91,121.81
"050US28053","28053",0,0,0,0,74.88,149.76
"050US28055","28055",0,0,0,0,82.49,164.98
"050US28057","28057",0,0,0,0,79.08,158.16
"050US28059","28059",37,2,88.1,4.76,22.4,44.8
"050US28061","28061",0,0,0,0,51.6,103.2
"050US28063","28063",0,0,0,0,NA,NA
"050US28065","28065",0,0,0,0,78.01,156.02
"050US28067","28067",0,0,0,0,60.91,121.81
"050US28069","28069",0,0,0,0,45.17,90.33
"050US28071","28071",0,0,0,0,67.97,135.95
"050US28073","28073",0,0,0,0,80.52,161.04
"050US28075","28075",25,15,100,60,10.97,21.94
"050US28077","28077",0,0,0,0,72.33,144.65
"050US28079","28079",0,0,0,0,64.06,128.11
"050US28081","28081",0,0,0,0,81.82,163.64
"050US28083","28083",0,0,0,0,NA,NA
"050US28085","28085",0,0,0,0,61.74,123.48
"050US28087","28087",0,0,0,0,NA,NA
"050US28089","28089",24,13,92.31,50,16.5,33
"050US28091","28091",0,0,0,0,NA,NA
"050US28093","28093",4,0,40,0,30.07,60.14
"050US28095","28095",0,0,0,0,85.55,171.1
"050US28097","28097",0,0,0,0,80.71,161.43
"050US28099","28099",0,0,0,0,56.08,112.16
"050US28101","28101",1,0,16.67,0,39.05,78.1
"050US28103","28103",0,0,0,0,72.94,145.87
"050US28105","28105",0,0,0,0,NA,NA
"050US28107","28107",0,0,0,0,48.81,97.62
"050US28109","28109",0,0,0,0,58.07,116.13
"050US28111","28111",0,0,0,0,81.15,162.3
"050US28113","28113",0,0,0,0,67.54,135.07
"050US28115","28115",0,0,0,0,80.62,161.24
"050US28117","28117",0,0,0,0,65,130.01
"050US28119","28119",0,0,0,0,NA,NA
"050US28121","28121",31,15,83.78,40.54,19.09,38.19
"050US28123","28123",0,0,0,0,49.06,98.11
"050US28125","28125",0,0,0,0,89.69,179.38
"050US28127","28127",0,0,0,0,48.99,97.97
"050US28129","28129",0,0,0,0,72.43,144.85
"050US28131","28131",0,0,0,0,47.67,95.34
"050US28133","28133",0,0,0,0,NA,NA
"050US28135","28135",0,0,0,0,NA,NA
"050US28137","28137",0,0,0,0,38.8,77.61
"050US28139","28139",0,0,0,0,71.08,142.15
"050US28141","28141",0,0,0,0,48.58,97.15
"050US28143","28143",3,0,75,0,21.56,43.11
"050US28145","28145",0,0,0,0,67.25,134.5
"050US28147","28147",0,0,0,0,82.62,165.23
"050US28149","28149",0,0,0,0,73.49,146.97
"050US28151","28151",0,0,0,0,NA,NA
"050US28153","28153",0,0,0,0,61.29,122.59
"050US28155","28155",0,0,0,0,NA,NA
"050US28157","28157",0,0,0,0,80.45,160.91
"050US28159","28159",0,0,0,0,83.72,167.43
"050US28161","28161",0,0,0,0,NA,NA
"050US28163","28163",0,0,0,0,48.66,97.33
"050US29001","29001",0,0,0,0,84.56,169.12
"050US29003","29003",5,2,100,40,19.96,39.91
"050US29005","29005",0,0,0,0,63.02,126.04
"050US29007","29007",0,0,0,0,45.32,90.64
"050US29009","29009",0,0,0,0,55.93,111.85
"050US29011","29011",0,0,0,0,41.35,82.7
"050US29013","29013",0,0,0,0,84.85,169.69
"050US29015","29015",2,0,25,0,40.95,81.91
"050US29017","29017",0,0,0,0,50.17,100.35
"050US29019","29019",40,31,100,77.5,10.93,21.86
"050US29021","29021",26,23,100,88.46,8.9,17.79
"050US29023","29023",12,8,100,66.67,11.7,23.4
"050US29025","29025",0,0,0,0,52.02,104.05
"050US29027","29027",5,0,45.45,0,34.38,68.75
"050US29029","29029",0,0,0,0,76.21,152.42
"050US29031","29031",19,12,100,63.16,13.74,27.49
"050US29033","29033",0,0,0,0,76.01,152.02
"050US29035","29035",1,0,50,0,41.54,83.08
"050US29037","29037",0,0,0,0,78.35,156.7
"050US29039","29039",0,0,0,0,63.09,126.18
"050US29041","29041",0,0,0,0,71.56,143.13
"050US29043","29043",17,8,89.47,42.11,18.32,36.64
"050US29045","29045",0,0,0,0,50.99,101.98
"050US29047","29047",49,20,89.09,36.36,18.32,36.64
"050US29049","29049",1,0,20,0,35.73,71.45
"050US29051","29051",0,0,0,0,39.34,78.67
"050US29053","29053",3,0,60,0,30.83,61.66
"050US29055","29055",0,0,0,0,71.5,143.01
"050US29057","29057",0,0,0,0,43.84,87.67
"050US29059","29059",1,0,25,0,43.72,87.45
"050US29061","29061",0,0,0,0,59.15,118.3
"050US29063","29063",0,0,0,0,41.03,82.07
"050US29065","29065",0,0,0,0,86.77,173.54
"050US29067","29067",0,0,0,0,57.98,115.97
"050US29069","29069",0,0,0,0,48.86,97.72
"050US29071","29071",0,0,0,0,52.05,104.11
"050US29073","29073",0,0,0,0,73.78,147.57
"050US29075","29075",0,0,0,0,60.02,120.05
"050US29077","29077",78,71,100,91.03,7.38,14.77
"050US29079","29079",0,0,0,0,77.43,154.85
"050US29081","29081",0,0,0,0,77.56,155.11
"050US29083","29083",0,0,0,0,54.21,108.41
"050US29085","29085",0,0,0,0,61.62,123.24
"050US29087","29087",0,0,0,0,34.86,69.71
"050US29089","29089",0,0,0,0,38.09,76.19
"050US29091","29091",9,5,90,50,15.8,31.6
"050US29093","29093",0,0,0,0,80.87,161.74
"050US29095","29095",221,170,97.36,74.89,11.37,22.73
"050US29097","29097",28,21,96.55,72.41,11.6,23.2
"050US29099","29099",21,0,42.86,0,34.02,68.05
"050US29101","29101",5,0,35.71,0,36.05,72.1
"050US29103","29103",0,0,0,0,68.45,136.9
"050US29105","29105",0,0,0,0,54.16,108.32
"050US29107","29107",0,0,0,0,48.5,97
"050US29109","29109",1,0,10,0,37.07,74.13
"050US29111","29111",3,0,75,0,30.34,60.68
"050US29113","29113",0,0,0,0,81.01,162.03
"050US29115","29115",0,0,0,0,85.06,170.13
"050US29117","29117",0,0,0,0,70.79,141.58
"050US29119","29119",0,0,0,0,43.31,86.61
"050US29121","29121",0,0,0,0,62.74,125.49
"050US29123","29123",0,0,0,0,66.06,132.12
"050US29125","29125",0,0,0,0,80.44,160.87
"050US29127","29127",7,0,87.5,0,26.37,52.74
"050US29129","29129",0,0,0,0,NA,NA
"050US29131","29131",0,0,0,0,71.19,142.38
"050US29133","29133",0,0,0,0,48.36,96.71
"050US29135","29135",0,0,0,0,53.66,107.33
"050US29137","29137",0,0,0,0,58.44,116.88
"050US29139","29139",0,0,0,0,57.06,114.12
"050US29141","29141",0,0,0,0,61.29,122.58
"050US29143","29143",0,0,0,0,48.23,96.46
"050US29145","29145",10,2,76.92,15.38,25.02,50.05
"050US29147","29147",0,0,0,0,47.07,94.15
"050US29149","29149",1,0,33.33,0,55.24,110.49
"050US29151","29151",0,0,0,0,60.64,121.28
"050US29153","29153",0,0,0,0,62.56,125.13
"050US29155","29155",3,0,50,0,31.02,62.04
"050US29157","29157",0,0,0,0,45,90
"050US29159","29159",10,8,90.91,72.73,10.94,21.87
"050US29161","29161",0,0,0,0,87.42,174.84
"050US29163","29163",0,0,0,0,65.42,130.84
"050US29165","29165",25,12,92.59,44.44,17.28,34.57
"050US29167","29167",2,0,25,0,35.81,71.62
"050US29169","29169",0,0,0,0,79.14,158.27
"050US29171","29171",0,0,0,0,NA,NA
"050US29173","29173",0,0,0,0,45.47,90.95
"050US29175","29175",0,0,0,0,39.02,78.05
"050US29177","29177",0,0,0,0,48.7,97.4
"050US29179","29179",0,0,0,0,70.56,141.12
"050US29181","29181",0,0,0,0,44.55,89.09
"050US29183","29183",42,34,49.41,40,44.61,89.21
"050US29185","29185",0,0,0,0,70.82,141.65
"050US29186","29186",0,0,0,0,62.11,124.22
"050US29187","29187",0,0,0,0,73.84,147.68
"050US29189","29189",231,151,97.88,63.98,13.26,26.51
"050US29195","29195",0,0,0,0,59.84,119.68
"050US29197","29197",0,0,0,0,NA,NA
"050US29199","29199",0,0,0,0,85.37,170.74
"050US29201","29201",5,2,45.45,18.18,27.27,54.54
"050US29203","29203",0,0,0,0,50.91,101.82
"050US29205","29205",0,0,0,0,62.33,124.66
"050US29207","29207",0,0,0,0,41.19,82.38
"050US29209","29209",1,0,8.33,0,46.38,92.75
"050US29211","29211",0,0,0,0,NA,NA
"050US29213","29213",1,0,5.56,0,44.4,88.8
"050US29215","29215",0,0,0,0,58.38,116.76
"050US29217","29217",0,0,0,0,62.09,124.18
"050US29219","29219",0,0,0,0,67.38,134.77
"050US29221","29221",0,0,0,0,79.32,158.65
"050US29223","29223",0,0,0,0,45.98,91.95
"050US29225","29225",4,0,50,0,30.03,60.06
"050US29227","29227",0,0,0,0,87.59,175.18
"050US29229","29229",0,0,0,0,57.66,115.33
"050US29510","29510",104,104,100,100,5.34,10.69
"050US30001","30001",0,0,0,0,NA,NA
"050US30003","30003",0,0,0,0,76.74,153.48
"050US30005","30005",0,0,0,0,NA,NA
"050US30007","30007",0,0,0,0,52.73,105.46
"050US30009","30009",0,0,0,0,59.54,119.08
"050US30011","30011",0,0,0,0,NA,NA
"050US30013","30013",0,0,0,0,NA,NA
"050US30015","30015",0,0,0,0,NA,NA
"050US30017","30017",0,0,0,0,NA,NA
"050US30019","30019",0,0,0,0,NA,NA
"050US30021","30021",0,0,0,0,NA,NA
"050US30023","30023",0,0,0,0,84.25,168.5
"050US30025","30025",0,0,0,0,NA,NA
"050US30027","30027",0,0,0,0,NA,NA
